0	0
2250	1
4500	0
6750	0
9000	0
11250	0
13500	0
15750	0
18000	1
20250	0
22500	0
24750	1
27000	1
29250	1
31500	1
33750	1
36000	0
38250	1
40500	0
42750	0
45000	0
47250	1
49500	0
51750	1
54000	1
56250	1
58500	0
60750	1
63000	1
65250	0
67500	1
69750	1
72000	1
74250	0
76500	0
78750	1
81000	1
83250	0
85500	1
87750	0
90000	1
92250	0
94500	0
96750	0
99000	1
101250	0
103500	0
105750	0
108000	1
110250	1
112500	0
114750	0
117000	0
119250	1
121500	1
123750	0
126000	1
128250	0
130500	0
132750	0
135000	1
137250	1
139500	0
141750	0
144000	1
146250	0
148500	0
150750	0
153000	1
155250	1
157500	1
159750	1
162000	0
164250	1
166500	0
168750	0
171000	1
173250	1
175500	0
177750	1
180000	1
182250	1
184500	0
186750	1
189000	1
191250	1
193500	0
195750	1
198000	0
200250	0
202500	1
204750	1
207000	0
209250	0
211500	0
213750	1
216000	1
218250	0
220500	1
222750	1
