0	0
2250	1
4500	0
6750	1
9000	0
11250	1
13500	1
15750	1
18000	0
20250	0
22500	1
24750	0
27000	1
29250	1
31500	1
33750	1
36000	0
38250	1
40500	1
42750	0
45000	0
47250	1
49500	0
51750	0
54000	0
56250	0
58500	1
60750	0
63000	0
65250	0
67500	0
69750	0
72000	0
74250	0
76500	0
78750	1
81000	1
83250	0
85500	0
87750	1
90000	0
92250	1
94500	0
96750	1
99000	0
101250	1
103500	1
105750	0
108000	1
110250	1
112500	1
114750	1
117000	1
119250	1
121500	1
123750	0
126000	0
128250	0
130500	1
132750	0
135000	0
137250	1
139500	0
141750	1
144000	1
146250	0
148500	1
150750	1
153000	1
155250	1
157500	1
159750	0
162000	0
164250	0
166500	1
168750	1
171000	0
173250	1
175500	0
177750	0
180000	0
182250	0
184500	0
186750	1
189000	1
191250	0
193500	1
195750	0
198000	0
200250	1
202500	1
204750	1
207000	1
209250	0
211500	1
213750	0
216000	0
218250	1
220500	0
222750	1
